UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
6165,H35578,H,300.9,310.7,1656,40.7,198,0,0,0,0,0,0
1952,L49131,L,298.0,307.8,1839,42.7,75,0,0,0,0,0,0
1704,M16563,M,298.1,307.8,1636,46.7,49,0,0,0,0,0,0
3362,L50541,L,301.5,310.6,1519,50.7,206,0,0,0,0,0,0
8681,L55860,L,297.2,308.5,1494,49.6,179,0,0,0,0,0,0
3903,L51082,L,302.2,311.1,1630,44.6,92,0,0,0,0,0,0
3284,L50463,L,296.2,302.9,1449,55.5,21,0,0,0,0,0,0
8062,M22921,M,300.2,311.6,1465,51.4,76,0,0,0,0,0,0
8130,L55309,L,300.0,311.3,1520,64.2,45,0,0,0,0,0,0
2333,L49512,L,299.2,308.5,1378,60.4,218,1,0,0,0,1,0
4585,L51764,L,302.8,311.1,1550,42.3,74,0,0,0,0,0,0
9885,L57064,L,298.7,309.5,1673,40.8,139,0,0,0,0,0,0
720,L47899,L,297.4,308.8,1447,68.1,127,0,0,0,0,0,0
7945,L55124,L,295.8,304.7,1414,59.0,8,0,0,0,0,0,0
8516,L55695,L,298.2,309.4,1443,55.4,185,0,0,0,0,0,0
6768,L53947,L,301.3,310.9,1509,51.7,14,0,0,0,0,0,0
6103,L53282,L,300.7,310.7,1442,53.2,47,0,0,0,0,0,0
9792,M24651,M,298.5,309.4,1521,47.5,92,0,0,0,0,0,0
9007,L56186,L,292.3,300.9,1417,51.8,184,0,0,0,0,0,0
1566,L48745,L,298.0,308.2,1459,52.1,144,0,0,0,0,0,0
9645,L56824,L,299.3,310.4,1629,52.6,173,0,0,0,0,0,0
2188,M17047,M,299.8,309.4,1439,57.4,55,0,0,0,0,0,0
6462,L53641,L,300.6,310.0,1505,45.9,93,0,0,0,0,0,0
1227,L48406,L,297.1,308.4,1488,52.5,144,0,0,0,0,0,0
2954,L50133,L,300.7,309.5,1578,60.4,36,0,0,0,0,0,0
2378,M17237,M,299.2,308.3,1582,70.5,109,0,0,0,0,0,0
2142,M17001,M,299.3,308.9,1577,44.9,158,0,0,0,0,0,0
3880,M18739,M,302.6,311.7,1430,61.7,30,0,0,0,0,0,0
4779,H34192,H,303.6,312.2,1371,64.6,110,1,0,1,0,0,0
4277,M19136,M,302.2,310.4,1456,57.5,165,0,0,0,0,0,0
5162,M20021,M,304.1,313.2,2028,28.9,43,0,0,0,0,0,0
2627,L49806,L,299.7,309.4,1650,54.8,95,0,0,0,0,0,0
5346,L52525,L,303.5,312.8,1524,49.4,94,0,0,0,0,0,0
5212,L52391,L,303.7,312.5,1433,63.6,183,0,0,0,0,0,0
7418,M22277,M,300.1,311.3,1495,51.0,191,0,0,0,0,0,0
4456,H33869,H,302.4,310.1,1597,38.9,177,0,0,0,0,0,0
3828,M18687,M,302.4,310.9,1469,51.6,122,0,0,0,0,0,0
1224,L48403,L,297.0,308.3,1492,58.1,135,0,0,0,0,0,0
3322,L50501,L,301.5,310.6,1522,51.0,112,0,0,0,0,0,0
9835,M24694,M,298.3,309.1,1632,42.7,-2,0,0,0,0,0,0
1786,L48965,L,298.2,308.0,1538,48.2,57,0,0,0,0,0,0
1684,M16543,M,297.9,307.4,1403,72.8,-4,0,0,0,0,0,0
1732,M16591,M,298.3,307.9,1485,52.0,115,0,0,0,0,0,0
2694,M17553,M,300.1,309.6,1622,46.1,41,0,0,0,0,0,0
9707,M24566,M,299.0,310.1,1705,40.1,82,0,0,0,0,0,0
1887,L49066,L,297.9,307.6,1503,65.7,126,0,0,0,0,0,0
5146,L52325,L,304.5,313.7,1670,42.9,5,0,0,0,0,0,0
6661,H36074,H,301.4,310.5,1421,53.8,180,0,0,0,0,0,0
1979,L49158,L,298.0,307.7,1442,53.6,146,0,0,0,0,0,0
8781,M23640,M,297.5,308.6,1327,62.1,22,0,0,0,0,0,0
5871,L53050,L,301.5,311.1,2055,26.8,103,0,0,0,0,0,0
3402,M18261,M,301.4,310.7,1617,44.3,99,0,0,0,0,0,0
6193,L53372,L,296.0,303.9,1428,55.3,45,0,0,0,0,0,0
5052,L52231,L,303.9,313.0,1480,49.9,174,0,0,0,0,0,0
7592,M22451,M,300.5,311.1,1296,71.3,200,1,0,0,0,1,0
4342,L51521,L,301.7,309.8,1398,56.0,107,0,0,0,0,0,0
7370,M22229,M,299.6,310.1,1646,49.6,69,0,0,0,0,0,0
1482,M16341,M,298.2,309.2,1332,70.2,145,0,0,0,0,0,0
2583,L49762,L,299.2,309.0,1615,43.7,191,0,0,0,0,0,0
4985,L52164,L,303.8,313.1,1256,68.7,211,1,0,0,0,1,0
661,M15520,M,297.7,309.2,1700,37.4,174,0,0,0,0,0,0
9526,L56705,L,294.1,303.3,1411,52.1,72,0,0,0,0,0,0
5371,H34784,H,303.0,312.4,1627,47.1,166,0,0,0,0,0,0
1512,L48691,L,298.1,308.7,1642,50.3,-1,0,0,0,0,0,0
9494,L56673,L,299.1,309.8,1398,65.4,215,1,0,0,0,1,0
8191,M23050,M,294.7,303.9,1620,47.2,201,0,0,0,0,0,0
5829,L53008,L,301.3,311.1,1504,49.1,0,0,0,0,0,0,0
6493,M21352,M,300.8,309.9,1444,56.0,178,0,0,0,0,0,0
8413,M23272,M,298.6,309.7,1314,59.7,134,0,0,0,0,0,0
803,L47982,L,296.9,307.8,1571,45.0,100,0,0,0,0,0,0
4897,M19756,M,303.7,312.4,1642,42.3,204,0,0,0,0,0,0
966,L48145,L,295.8,306.6,1508,66.5,95,0,0,0,0,0,0
2849,M17708,M,300.3,309.3,1391,67.9,202,0,0,0,0,0,0
510,M15369,M,297.6,309.3,1415,51.3,15,0,0,0,0,0,0
4614,L51793,L,303.1,311.3,1403,75.6,146,0,0,0,0,0,0
7409,L54588,L,299.9,310.9,1292,61.1,171,0,0,0,0,0,0
9109,M23968,M,297.5,308.6,1440,48.8,27,0,0,0,0,0,0
9014,H38427,H,297.2,308.0,1435,53.0,200,0,0,0,0,0,0
4094,M18953,M,302.0,310.5,1573,42.1,141,0,0,0,0,0,0
1552,L48731,L,298.4,308.8,1458,50.1,109,0,0,0,0,0,0
9716,L56895,L,299.1,310.1,1373,65.6,106,0,0,0,0,0,0
7814,L54993,L,300.0,311.5,1455,61.7,126,0,0,0,0,0,0
9444,H38857,H,298.0,308.8,1411,63.8,71,0,0,0,0,0,0
3145,M18004,M,295.6,303.0,1478,46.3,93,0,0,0,0,0,0
196,L47375,L,298.3,308.5,1453,52.9,87,0,0,0,0,0,0
1011,M15870,M,296.2,307.2,1552,44.8,6,0,0,0,0,0,0
3642,L50821,L,302.3,311.6,1488,51.8,73,0,0,0,0,0,0
9243,M24102,M,298.2,308.7,1269,70.9,161,0,0,0,0,0,0
3247,L50426,L,301.0,309.7,1468,52.0,139,0,0,0,0,0,0
3907,L51086,L,302.3,311.2,1297,87.5,111,0,0,0,0,0,0
6099,M20958,M,300.8,310.7,1924,32.4,34,0,0,0,0,0,0
1377,M16236,M,298.8,310.2,1527,41.2,100,0,0,0,0,0,0
4241,L51420,L,302.4,311.1,1905,30.9,75,0,0,0,0,0,0
1229,M16088,M,297.1,308.4,1583,48.2,148,0,0,0,0,0,0
358,L47537,L,297.6,308.4,1517,44.2,64,0,0,0,0,0,0
1057,L48236,L,296.8,307.8,1565,49.5,122,0,0,0,0,0,0
3240,L50419,L,301.0,309.5,1430,58.5,120,0,0,0,0,0,0
7266,L54445,L,300.4,310.6,1384,58.7,22,0,0,0,0,0,0
2111,H31524,H,299.3,309.0,1508,45.0,68,0,0,0,0,0,0
1507,L48686,L,298.0,308.8,1610,43.7,210,0,0,0,0,0,0
9774,L56953,L,298.5,309.4,1560,47.9,35,0,0,0,0,0,0
3269,M18128,M,301.3,310.1,1525,62.8,201,0,0,0,0,0,0
700,H30113,H,297.5,308.7,1416,49.2,72,0,0,0,0,0,0
7553,L54732,L,300.3,311.3,1525,50.7,103,0,0,0,0,0,0
1034,H30447,H,296.4,307.5,1556,63.0,64,0,0,0,0,0,0
2753,M17612,M,299.7,309.1,1851,34.7,187,0,0,0,0,0,0
7097,L54276,L,300.6,310.2,1489,57.8,19,0,0,0,0,0,0
6472,L53651,L,300.4,309.6,1523,48.5,122,0,0,0,0,0,0
1997,M16856,M,298.4,308.0,1416,63.2,200,1,1,0,0,0,0
484,L47663,L,297.4,309.0,1324,66.9,171,0,0,0,0,0,0
9467,L56646,L,298.6,309.4,1471,58.0,139,0,0,0,0,0,0
6991,L54170,L,300.7,311.1,2478,23.4,168,1,0,0,1,0,0
2832,M17691,M,300.3,309.2,1490,57.9,161,0,0,0,0,0,0
5800,L52979,L,301.5,310.8,1593,44.5,160,0,0,0,0,0,0
3518,L50697,L,302.0,311.0,1550,45.2,182,0,0,0,0,0,0
3067,M17926,M,300.1,309.2,1457,54.3,96,0,0,0,0,0,0
972,L48151,L,290.9,299.6,1557,51.1,111,0,0,0,0,0,0
4586,L51765,L,302.8,311.1,1563,42.2,76,0,0,0,0,0,0
7308,M22167,M,300.0,310.4,1385,62.1,126,0,0,0,0,0,0
2436,L49615,L,298.9,308.2,1686,40.4,51,0,0,0,0,0,0
568,M15427,M,297.7,309.7,1680,40.2,166,0,0,0,0,0,0
2241,L49420,L,299.2,308.5,1457,69.7,197,0,0,0,0,0,0
2728,L49907,L,294.7,302.3,1434,48.5,125,0,0,0,0,0,0
8174,H37587,H,299.9,311.4,1497,47.0,160,0,0,0,0,0,0
6751,M21610,M,301.7,311.0,1505,54.0,185,0,0,0,0,0,0
9023,L56202,L,297.4,308.3,1548,56.6,5,0,0,0,0,0,0
9831,L57010,L,298.3,309.3,1337,66.1,204,1,0,0,0,1,0
1000,L48179,L,296.3,307.1,1560,43.2,184,0,0,0,0,0,0
1438,H30851,H,298.8,309.9,1439,55.2,38,1,0,0,0,0,0
4554,L51733,L,297.6,303.5,1461,55.4,-2,0,0,0,0,0,0
8110,L55289,L,300.3,311.7,1821,46.3,198,0,0,0,0,0,0
9365,L56544,L,297.9,308.5,1683,38.5,61,0,0,0,0,0,0
6581,L53760,L,301.3,310.4,1507,64.1,196,0,0,0,0,0,0
7355,M22214,M,299.7,310.3,1429,72.7,37,0,0,0,0,0,0
8615,L55794,L,297.5,308.5,1691,43.1,7,0,0,0,0,0,0
1720,L48899,L,298.2,307.7,1503,58.3,83,0,0,0,0,0,0
9787,M24646,M,298.7,309.6,1738,37.3,77,0,0,0,0,0,0
491,L47670,L,297.4,309.2,1459,57.9,187,0,0,0,0,0,0
6993,L54172,L,300.7,311.0,1596,61.9,176,0,0,0,0,0,0
5884,L53063,L,301.4,311.1,1800,36.0,133,0,0,0,0,0,0
7860,M22719,M,300.5,311.9,1370,54.8,18,0,0,0,0,0,0
8922,L56101,L,297.1,308.1,1633,43.3,190,0,0,0,0,0,0
7941,M22800,M,300.7,311.7,1532,50.0,-2,0,0,0,0,0,0
5637,L52816,L,302.6,312.0,1447,55.5,171,0,0,0,0,0,0
8232,L55411,L,299.1,310.5,1419,58.8,74,0,0,0,0,0,0
8792,M23651,M,297.4,308.5,1412,70.5,51,0,0,0,0,0,0
8812,L55991,L,297.2,308.5,1574,55.8,91,0,0,0,0,0,0
4431,H33844,H,302.3,310.1,1688,40.4,113,0,0,0,0,0,0
2947,M17806,M,300.7,309.5,1622,40.5,12,0,0,0,0,0,0
428,M15287,M,297.5,308.5,1496,52.2,20,0,0,0,0,0,0
6311,L53490,L,300.9,310.1,2090,37.8,129,0,0,0,0,0,0
5919,L53098,L,295.6,303.1,1541,52.0,21,0,0,0,0,0,0
9352,L56531,L,298.3,308.8,1645,40.4,31,0,0,0,0,0,0
4603,M19462,M,303.0,311.0,1409,51.7,118,0,0,0,0,0,0
960,L48139,L,295.8,306.5,1505,45.2,84,0,0,0,0,0,0
7729,L54908,L,300.7,311.8,1420,57.0,117,0,0,0,0,0,0
8962,M23821,M,297.3,308.0,1403,70.0,79,0,0,0,0,0,0
5857,H35270,H,301.2,310.9,1598,45.9,69,0,0,0,0,0,0
3814,L50993,L,302.0,310.6,1467,54.9,84,0,0,0,0,0,0
6713,H36126,H,301.4,310.7,1516,56.4,79,0,0,0,0,0,0
1641,L48820,L,298.0,307.8,1567,46.4,107,0,0,0,0,0,0
4061,M18920,M,302.0,310.9,1352,65.5,57,0,0,0,0,0,0
3952,M18811,M,302.3,311.4,1571,42.7,15,0,0,0,0,0,0
4367,L51546,L,302.0,309.9,1388,61.4,181,0,0,0,0,0,0
1480,L48659,L,298.2,309.3,1355,68.8,144,0,0,0,0,0,0
1821,L49000,L,298.1,307.5,1493,63.7,149,0,0,0,0,0,0
3595,M18454,M,301.6,310.4,1452,55.7,162,0,0,0,0,0,0
9123,L56302,L,297.4,308.4,1580,51.2,64,0,0,0,0,0,0
4822,L52001,L,303.5,311.9,1405,65.6,6,0,0,0,0,0,0
2847,L50026,L,300.3,309.2,1412,54.8,198,0,0,0,0,0,0
551,L47730,L,297.4,309.2,1698,49.4,115,0,0,0,0,0,0
3876,L51055,L,302.6,311.8,1427,60.1,19,0,0,0,0,0,0
5211,L52390,L,303.7,312.6,1466,52.5,181,0,0,0,0,0,0
5879,L53058,L,301.4,311.0,1533,55.8,123,0,0,0,0,0,0
463,L47642,L,297.4,308.7,1433,53.4,114,0,0,0,0,0,0
456,L47635,L,292.4,301.7,1429,67.4,94,0,0,0,0,0,0
2329,L49508,L,299.3,308.7,1579,46.3,209,0,0,0,0,0,0
8856,L56035,L,292.7,301.9,1662,38.1,17,0,0,0,0,0,0
8065,L55244,L,300.5,311.8,1596,44.8,85,0,0,0,0,0,0
9961,L57140,L,298.2,307.8,1575,60.0,139,0,0,0,0,0,0
5064,H34477,H,304.0,312.9,1495,56.6,-2,0,0,0,0,0,0
2877,M17736,M,300.5,309.3,1578,40.5,32,0,0,0,0,0,0
8036,L55215,L,300.7,311.7,1910,29.7,11,0,0,0,0,0,0
622,L47801,L,298.3,310.1,1408,55.3,76,0,0,0,0,0,0
1479,L48658,L,298.3,309.4,1568,45.8,138,0,0,0,0,0,0
7438,L54617,L,294.8,304.3,1727,40.0,22,0,0,0,0,0,0
1907,L49086,L,297.9,307.6,1430,72.4,174,0,0,0,0,0,0
3585,L50764,L,301.8,310.6,1192,78.9,133,0,0,0,0,0,0
327,L47506,L,297.7,308.5,1501,51.4,199,0,0,0,0,0,0
920,L48099,L,295.4,305.8,1407,75.7,194,0,0,0,0,0,0
7832,M22691,M,300.0,311.4,1533,52.6,178,0,0,0,0,0,0
6832,L54011,L,301.1,311.0,1565,72.3,179,0,0,0,0,0,0
7931,L55110,L,295.6,304.6,1455,58.0,201,0,0,0,0,0,0
3301,H32714,H,301.3,310.4,1538,48.4,63,0,0,0,0,0,0
2138,L49317,L,299.3,308.9,1623,41.1,150,0,0,0,0,0,0
4852,L52031,L,303.7,312.1,1363,71.8,86,1,0,1,0,0,0
2908,M17767,M,300.6,309.4,1581,45.7,115,0,0,0,0,0,0
2101,M16960,M,294.3,302.3,1471,56.0,40,0,0,0,0,0,0
976,M15835,M,296.0,306.6,1628,46.8,119,0,0,0,0,0,0
8208,L55387,L,294.2,303.7,1535,52.6,15,0,0,0,0,0,0
2421,H31834,H,298.8,308.2,1450,54.7,12,0,0,0,0,0,0
2321,H31734,H,299.2,308.8,1440,49.1,186,0,0,0,0,0,0
1818,L48997,L,298.1,307.7,1664,37.6,143,0,0,0,0,0,0
8623,L55802,L,297.5,308.3,1437,52.3,27,0,0,0,0,0,0
5979,L53158,L,300.5,310.6,1448,56.3,171,0,0,0,0,0,0
4812,M19671,M,303.4,312.0,1748,48.4,196,0,0,0,0,0,0
6121,M20980,M,300.9,311.2,1472,50.0,91,0,0,0,0,0,0
9710,M24569,M,299.0,310.0,1486,44.6,89,0,0,0,0,0,0
1656,M16515,M,298.2,308.0,1577,45.9,149,0,0,0,0,0,0
160,L47339,L,298.4,308.2,1471,67.0,210,0,0,0,0,0,0
8925,H38338,H,292.1,301.2,1527,52.2,197,0,0,0,0,0,0
5286,L52465,L,303.8,313.1,1523,49.8,148,0,0,0,0,0,0
2236,M17095,M,299.4,308.6,1455,52.7,181,0,0,0,0,0,0
5645,L52824,L,302.5,312.0,1383,76.3,192,0,0,0,0,0,0
7158,L54337,L,300.2,310.0,1486,50.1,180,0,0,0,0,0,0
7983,L55162,L,301.0,312.3,1488,52.6,105,0,0,0,0,0,0
7840,L55019,L,300.3,311.6,1374,67.4,193,0,0,0,0,0,0
9667,M24526,M,294.1,303.3,1838,34.0,233,0,0,0,0,0,0
5847,L53026,L,301.4,311.3,1674,43.3,44,0,0,0,0,0,0
9124,L56303,L,297.4,308.5,1462,62.8,64,0,0,0,0,0,0
2873,L50052,L,300.8,309.6,1680,38.7,20,0,0,0,0,0,0
6200,L53379,L,300.9,310.9,1497,53.2,60,0,0,0,0,0,0
7973,L55152,L,301.1,312.2,1397,79.9,83,0,0,0,0,0,0
4826,L52005,L,303.3,311.8,1692,40.6,16,0,0,0,0,0,0
1625,M16484,M,297.8,307.8,1310,82.9,72,0,0,0,0,0,0
2912,M17771,M,300.7,309.5,1352,54.0,124,0,0,0,0,0,0
30,L47209,L,299.0,309.4,1693,40.1,82,0,0,0,0,0,0
6416,L53595,L,300.4,310.1,1503,52.2,194,0,0,0,0,0,0
7464,H36877,H,300.1,311.4,1518,66.9,83,0,0,0,0,0,0
2984,L50163,L,300.6,309.6,1290,67.4,117,0,0,0,0,0,0
6946,M21805,M,295.8,304.4,1852,32.2,51,0,0,0,0,0,0
3620,L50799,L,301.9,311.2,1435,54.2,14,0,0,0,0,0,0
1706,M16565,M,298.1,307.8,1608,42.6,55,0,0,0,0,0,0
7744,L54923,L,300.5,311.9,1710,53.4,160,0,0,0,0,0,0
2305,L49484,L,299.1,308.5,1455,49.8,143,0,0,0,0,0,0
3047,M17906,M,300.2,309.4,1501,60.0,44,0,0,0,0,0,0
1275,H30688,H,298.1,309.5,1530,50.2,63,0,0,0,0,0,0
8877,M23736,M,298.1,309.3,1752,45.2,73,0,0,0,0,0,0
5683,H35096,H,302.3,311.6,1441,63.9,72,0,0,0,0,0,0
5235,L52414,L,303.7,312.9,1461,60.1,29,0,0,0,0,0,0
2751,H32164,H,299.7,309.2,1456,50.6,180,0,0,0,0,0,0
1454,L48633,L,299.1,310.4,1450,50.9,83,0,0,0,0,0,0
5501,L52680,L,302.7,312.1,1601,45.2,29,0,0,0,0,0,0
7318,L54497,L,299.9,310.3,1638,39.1,150,0,0,0,0,0,0
187,L47366,L,298.1,308.3,1301,66.0,61,0,0,0,0,0,0
3448,L50627,L,301.7,310.6,1624,54.5,212,0,0,0,0,0,0
3436,L50615,L,301.5,310.5,1389,64.9,185,0,0,0,0,0,0
6170,L53349,L,300.7,310.5,1448,58.2,214,0,0,0,0,0,0
1111,L48290,L,296.5,307.4,1292,62.5,60,0,0,0,0,0,0
5743,L52922,L,302.3,311.7,1414,57.0,9,0,0,0,0,0,0
4206,L51385,L,302.3,310.8,1723,36.3,211,0,0,0,0,0,0
1771,H31184,H,298.4,307.9,1605,41.0,16,0,0,0,0,0,0
21,H29434,H,298.9,309.3,1375,52.7,56,0,0,0,0,0,0
789,M15648,M,296.9,308.1,1440,56.3,62,0,0,0,0,0,0
6324,L53503,L,300.7,310.1,1351,56.9,163,0,0,0,0,0,0
2143,L49322,L,299.3,308.9,1376,85.3,165,0,0,0,0,0,0
6876,M21735,M,300.8,311.2,1592,42.9,80,0,0,0,0,0,0
707,M15566,M,297.8,309.0,1434,63.3,92,0,0,0,0,0,0
6784,L53963,L,301.3,310.8,1450,56.9,57,0,0,0,0,0,0
8079,L55258,L,300.3,311.7,1571,41.2,121,0,0,0,0,0,0
6205,M21064,M,300.9,310.8,1519,44.9,71,0,0,0,0,0,0
5755,L52934,L,302.1,311.5,1727,37.7,48,0,0,0,0,0,0
8947,M23806,M,297.3,308.2,1846,34.5,39,0,0,0,0,0,0
3683,L50862,L,302.1,311.2,1550,54.8,173,0,0,0,0,0,0
1662,M16521,M,298.2,308.0,1411,57.2,166,0,0,0,0,0,0
7856,M22715,M,300.3,311.8,1592,42.1,9,0,0,0,0,0,0
3696,L50875,L,302.2,311.3,1530,47.3,205,1,1,0,0,0,0
9336,L56515,L,298.4,308.9,1501,70.0,199,0,0,0,0,0,0
7394,M22253,M,299.7,310.5,1594,45.4,132,0,0,0,0,0,0
