UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
3613,L50792,L,301.7,310.8,1622,52.8,4,0,0,0,0,0,0
6476,L53655,L,300.5,309.7,1560,45.2,143,0,0,0,0,0,0
9820,M24679,M,298.6,309.4,1464,51.9,183,0,0,0,0,0,0
898,L48077,L,295.6,306.2,1612,46.2,135,0,0,0,0,0,0
126,L47305,L,298.9,308.6,1560,47.2,122,0,0,0,0,0,0
3350,L50529,L,301.4,310.7,1673,42.8,185,0,0,0,0,0,0
4939,M19798,M,303.5,312.4,1606,45.1,102,0,0,0,0,0,0
3461,L50640,L,301.5,310.3,1415,56.6,32,0,0,0,0,0,0
2249,M17108,M,299.3,308.5,1304,75.6,12,0,0,0,0,0,0
4187,M19046,M,302.2,310.6,1570,49.6,167,0,0,0,0,0,0
4743,L51922,L,303.3,311.3,1592,48.7,18,0,0,0,0,0,0
5376,L52555,L,302.9,312.3,1530,49.9,189,0,0,0,0,0,0
1966,L49145,L,297.8,307.5,1581,48.1,120,0,0,0,0,0,0
127,L47306,L,299.0,308.6,1329,75.5,124,0,0,0,0,0,0
8150,M23009,M,299.6,310.8,1427,65.4,102,0,0,0,0,0,0
7056,L54235,L,300.8,310.6,1663,45.6,143,0,0,0,0,0,0
2879,H32292,H,300.5,309.4,1502,49.3,44,0,0,0,0,0,0
2117,M16976,M,299.4,309.0,1381,59.9,92,0,0,0,0,0,0
6230,L53409,L,301.3,310.9,2165,32.4,147,0,0,0,0,0,0
8726,M23585,M,297.1,308.5,1515,57.1,85,0,0,0,0,0,0
6880,H36293,H,295.8,304.2,2237,32.0,99,0,0,0,0,0,0
8197,L55376,L,299.4,310.8,1622,48.6,221,0,0,0,0,0,0
9155,L56334,L,297.5,308.6,1596,51.0,145,0,0,0,0,0,0
2452,L49631,L,299.2,308.7,1650,60.5,101,0,0,0,0,0,0
5803,L52982,L,301.4,310.8,1490,53.0,172,0,0,0,0,0,0
1181,H30594,H,297.3,308.4,1531,50.6,20,0,0,0,0,0,0
6506,L53685,L,301.1,310.1,1457,54.6,219,0,0,0,0,0,0
694,L47873,L,297.7,309.1,1477,53.3,64,0,0,0,0,0,0
7148,L54327,L,300.3,309.8,1466,56.2,160,0,0,0,0,0,0
308,M15167,M,297.8,308.4,1579,51.6,156,0,0,0,0,0,0
1798,M16657,M,298.0,307.6,1508,66.8,91,0,0,0,0,0,0
1276,M16135,M,298.1,309.4,1362,62.6,74,0,0,0,0,0,0
5130,M19989,M,304.1,313.3,1725,43.3,181,0,0,0,0,0,0
3519,L50698,L,301.9,311.0,1376,69.9,188,0,0,0,0,0,0
7034,M21893,M,300.7,310.8,1469,61.4,79,0,0,0,0,0,0
9395,L56574,L,297.7,308.2,1334,68.0,160,0,0,0,0,0,0
6627,L53806,L,301.6,310.6,1613,57.5,101,0,0,0,0,0,0
6173,L53352,L,300.8,310.6,1577,67.9,235,1,1,0,0,0,0
6844,L54023,L,301.3,311.3,1509,57.5,217,0,0,0,0,0,0
4744,L51923,L,303.3,311.3,1409,66.8,20,0,0,0,0,0,0
1888,M16747,M,297.9,307.5,1642,47.4,130,0,0,0,0,0,0
6637,M21496,M,301.5,310.5,1774,40.5,125,0,0,0,0,0,0
342,M15201,M,297.4,308.2,1530,47.6,26,0,0,0,0,0,0
5322,M20181,M,303.4,312.7,1576,64.9,32,0,0,0,0,0,0
2816,M17675,M,300.1,309.4,1569,46.6,128,0,0,0,0,0,0
8851,L56030,L,297.6,309.0,1491,73.2,15,0,0,0,0,0,0
7539,M22398,M,300.2,311.4,1450,53.5,72,0,0,0,0,0,0
5929,M20788,M,300.2,310.1,1550,53.7,49,0,0,0,0,0,0
1444,L48623,L,298.9,310.1,1602,53.2,62,0,0,0,0,0,0
7156,M22015,M,300.2,309.9,1569,46.2,180,0,0,0,0,0,0
1735,M16594,M,298.5,308.1,1501,54.2,131,0,0,0,0,0,0
5020,M19879,M,304.0,313.1,1466,64.5,85,0,0,0,0,0,0
7139,L54318,L,300.6,310.1,1297,65.0,134,0,0,0,0,0,0
9649,L56828,L,299.1,310.1,1416,56.2,189,0,0,0,0,0,0
6561,L53740,L,301.6,310.8,1961,36.8,152,0,0,0,0,0,0
8585,L55764,L,297.4,307.9,1390,62.7,160,0,0,0,0,0,0
1289,M16148,M,298.5,309.6,1441,63.2,111,0,0,0,0,0,0
1813,L48992,L,293.2,300.8,1476,51.8,138,0,0,0,0,0,0
5084,L52263,L,304.1,313.1,1327,69.1,61,0,0,0,0,0,0
5563,L52742,L,302.3,311.7,1648,47.1,201,0,0,0,0,0,0
5285,M20144,M,303.8,313.2,1732,54.6,149,0,0,0,0,0,0
5457,M20316,M,303.1,312.6,1567,47.9,136,0,0,0,0,0,0
2755,H32168,H,299.6,309.1,1630,47.3,198,0,0,0,0,0,0
1252,M16111,M,297.4,308.8,1359,63.7,224,0,0,0,0,0,0
8364,L55543,L,298.8,309.7,1582,60.0,15,0,0,0,0,0,0
2755,H32168,H,299.6,309.1,1630,62.3,202,0,0,0,0,0,0
1869,L49048,L,298.3,308.0,1361,71.9,85,0,0,0,0,0,0
8694,M23553,M,297.2,308.5,1584,55.0,8,0,0,0,0,0,0
8356,L55535,L,298.7,309.6,1502,61.7,202,0,0,0,0,0,0
3177,L50356,L,300.3,309.6,1435,60.4,185,0,0,0,0,0,0
5725,L52904,L,302.3,311.8,1433,65.3,187,0,0,0,0,0,0
5753,H35166,H,302.3,311.8,1804,40.0,47,0,0,0,0,0,0
1030,M15889,M,296.2,307.3,1477,65.2,61,0,0,0,0,0,0
2420,M17279,M,298.9,308.2,1328,64.2,15,0,0,0,0,0,0
3872,M18731,M,302.7,311.8,1728,45.0,16,0,0,0,0,0,0
3136,L50315,L,300.4,309.8,1342,77.5,70,0,0,0,0,0,0
2400,M17259,M,299.2,308.5,1594,50.8,164,0,0,0,0,0,0
4194,L51373,L,302.4,311.1,1634,49.2,188,0,0,0,0,0,0
3233,L50412,L,300.7,309.3,1580,53.3,106,0,0,0,0,0,0
2843,L50022,L,300.3,309.3,1345,68.5,196,0,0,0,0,0,0
9870,L57049,L,298.9,309.9,1590,46.3,102,0,0,0,0,0,0
9541,M24400,M,299.4,310.8,1628,65.2,113,0,0,0,0,0,0
8854,L56033,L,297.7,308.9,1458,71.1,22,0,0,0,0,0,0
1235,H30648,H,297.2,308.5,2440,29.0,170,0,0,0,0,0,0
2903,M17762,M,300.6,309.4,1541,50.2,109,0,0,0,0,0,0
3525,M18384,M,301.8,310.8,1365,78.2,207,0,0,0,0,0,0
8096,L55275,L,300.2,311.7,1493,63.3,171,0,0,0,0,0,0
7602,L54781,L,300.4,311.2,1351,77.0,22,0,0,0,0,0,0
9237,L56416,L,298.1,308.7,1556,46.6,149,0,0,0,0,0,0
9495,L56674,L,299.2,309.9,1516,56.4,223,0,0,0,0,0,0
7355,M22214,M,299.7,310.3,1429,62.7,39,0,0,0,0,0,0
485,L47664,L,292.4,302.0,1568,48.7,179,0,0,0,0,0,0
9249,M24108,M,298.3,309.1,1488,55.6,180,0,0,0,0,0,0
5728,M20587,M,302.3,311.8,1559,64.4,199,0,0,0,0,0,0
9509,L56688,L,299.2,310.4,1611,66.4,40,0,0,0,0,0,0
1558,L48737,L,298.3,308.4,1585,60.6,135,0,0,0,0,0,0
5296,L52475,L,303.8,313.2,1336,62.8,180,0,0,0,0,0,0
5385,M20244,M,302.9,312.4,1421,71.0,208,0,0,0,0,0,0
5180,M20039,M,304.0,313.1,1450,57.8,105,0,0,0,0,0,0
2474,M17333,M,298.9,308.5,1555,52.6,146,0,0,0,0,0,0
7206,L54385,L,299.8,309.7,1483,54.6,91,0,0,0,0,0,0
1119,L48298,L,296.5,307.5,1443,56.8,91,0,0,0,0,0,0
7683,M22542,M,300.7,311.7,1412,64.1,223,0,0,0,0,0,0
5193,L52372,L,298.9,306.1,1310,77.9,134,0,0,0,0,0,0
694,L47873,L,297.7,309.1,1477,68.3,68,0,0,0,0,0,0
4962,L52141,L,303.9,312.7,1800,39.3,162,0,0,0,0,0,0
4501,L51680,L,302.6,310.4,1638,51.2,88,0,0,0,0,0,0
9690,L56869,L,299.0,310.1,1362,74.5,50,0,0,0,0,0,0
921,M15780,M,295.5,305.9,1518,59.1,198,0,0,0,0,0,0
5767,M20626,M,301.7,311.2,1413,57.6,83,0,0,0,0,0,0
8313,M23172,M,298.8,310.0,1529,53.5,81,0,0,0,0,0,0
1216,L48395,L,296.8,307.9,1709,43.4,122,0,0,0,0,0,0
6145,M21004,M,301.1,311.1,1615,62.7,155,0,0,0,0,0,0
7566,M22425,M,300.3,311.2,1783,40.6,143,0,0,0,0,0,0
7405,L54584,L,299.8,310.8,1553,47.2,165,0,0,0,0,0,0
617,H30030,H,298.1,309.9,1686,44.1,64,0,0,0,0,0,0
933,L48112,L,295.6,306.0,1363,65.0,18,0,0,0,0,0,0
6042,M20901,M,300.7,311.0,1418,64.3,110,0,0,0,0,0,0
4704,M19563,M,303.6,311.8,1432,57.5,154,0,0,0,0,0,0
1258,L48437,L,297.5,308.9,1466,58.0,19,0,0,0,0,0,0
3534,L50713,L,302.0,311.0,1563,66.2,16,0,0,0,0,0,0
597,M15456,M,292.6,302.6,1530,52.3,14,0,0,0,0,0,0
5995,L53174,L,300.6,310.4,1608,69.2,229,0,0,0,0,0,0
9734,M24593,M,298.9,310.1,1442,57.9,157,0,0,0,0,0,0
8308,M23167,M,298.7,310.1,1402,84.7,68,1,0,0,1,0,0
6300,L53479,L,301.2,310.6,1385,64.2,109,0,0,0,0,0,0
7582,M22441,M,300.4,311.2,1366,71.1,181,0,0,0,0,0,0
9509,L56688,L,299.2,310.4,1611,51.4,36,0,0,0,0,0,0
9082,L56261,L,297.3,308.0,1527,50.1,169,0,0,0,0,0,0
9681,L56860,L,299.1,310.1,1894,49.2,24,0,0,0,0,0,0
7369,M22228,M,299.6,310.2,1620,45.0,74,0,0,0,0,0,0
9367,L56546,L,298.0,308.5,1461,63.0,72,0,0,0,0,0,0
1102,H30515,H,296.7,307.5,1607,63.6,46,0,0,0,0,0,0
3085,H32498,H,300.1,309.4,1329,70.2,147,0,0,0,0,0,0
5268,M20127,M,303.5,312.9,1438,57.8,110,0,0,0,0,0,0
9913,L57092,L,298.6,308.9,1327,73.8,13,0,0,0,0,0,0
7793,H37206,H,300.1,311.4,1485,55.4,79,0,0,0,0,0,0
8215,L55394,L,299.2,310.5,1391,60.8,42,0,0,0,0,0,0
6396,M21255,M,300.1,309.6,1376,77.1,149,0,0,0,0,0,0
1014,M15873,M,296.1,307.2,1619,44.7,21,0,0,0,0,0,0
7952,M22811,M,295.9,304.8,1843,39.5,29,0,0,0,0,0,0
1696,L48875,L,298.0,307.6,1509,56.6,37,0,0,0,0,0,0
5627,H35040,H,302.7,312.1,1603,47.5,152,0,0,0,0,0,0
1382,M16241,M,298.8,310.2,1583,50.7,120,0,0,0,0,0,0
8267,L55446,L,299.1,310.6,1818,39.1,177,0,0,0,0,0,0
3069,H32482,H,300.0,309.0,1622,61.8,111,0,0,0,0,0,0
2828,L50007,L,300.4,309.4,1412,66.6,157,0,0,0,0,0,0
642,L47821,L,297.9,309.5,1390,62.9,131,0,0,0,0,0,0
4060,L51239,L,301.9,310.8,1465,59.3,61,0,0,0,0,0,0
8201,L55380,L,294.3,303.8,1426,57.4,4,0,0,0,0,0,0
7200,L54379,L,300.0,309.9,1507,56.4,78,0,0,0,0,0,0
8587,H38000,H,297.3,307.9,1461,52.5,165,0,0,0,0,0,0
8565,M23424,M,298.0,308.7,1614,45.7,110,0,0,0,0,0,0
9992,M24851,M,298.9,308.4,1827,41.1,9,0,0,0,0,0,0
2601,L49780,L,299.3,309.0,1422,62.3,29,0,0,0,0,0,0
5963,L53142,L,300.5,310.8,1728,41.3,129,0,0,0,0,0,0
6109,M20968,M,300.8,310.9,1678,43.1,67,0,0,0,0,0,0
4636,M19495,M,298.0,304.2,1614,50.7,211,0,0,0,0,0,0
6348,L53527,L,300.2,309.7,1421,59.6,21,0,0,0,0,0,0
6698,L53877,L,301.6,310.9,1643,49.1,48,0,0,0,0,0,0
5544,L52723,L,302.4,311.8,1255,74.0,142,0,0,0,0,0,0
9796,L56975,L,298.5,309.3,1623,48.1,113,0,0,0,0,0,0
858,M15717,M,296.1,307.1,1350,68.3,26,0,0,0,0,0,0
2879,H32292,H,300.5,309.4,1502,64.3,48,0,0,0,0,0,0
5448,L52627,L,303.1,312.8,1465,74.1,117,0,0,0,0,0,0
5483,L52662,L,302.6,312.1,1782,41.8,202,0,0,0,0,0,0
1080,L48259,L,297.0,307.7,1731,43.5,190,0,0,0,0,0,0
5402,M20261,M,302.6,312.3,1454,69.8,257,1,1,0,0,1,0
1549,M16408,M,298.3,308.8,1349,67.1,108,0,0,0,0,0,0
9142,L56321,L,297.5,308.5,1597,51.4,116,0,0,0,0,0,0
6334,M21193,M,300.4,309.9,1415,46.8,196,0,0,0,0,0,0
4656,L51835,L,303.1,311.1,1854,37.6,23,0,0,0,0,0,0
4129,L51308,L,301.9,310.4,1708,39.8,21,0,0,0,0,0,0
2508,H31921,H,299.2,309.1,1410,77.1,17,0,0,0,0,0,0
9875,M24734,M,298.9,309.9,1449,59.1,116,0,0,0,0,0,0
2464,L49643,L,298.9,308.5,1580,54.1,123,0,0,0,0,0,0
5462,M20321,M,302.9,312.3,1339,67.1,149,0,0,0,0,0,0
1336,L48515,L,299.0,310.4,1371,68.8,232,1,0,0,0,1,0
9548,L56727,L,299.6,311.1,1679,45.7,133,0,0,0,0,0,0
881,M15740,M,295.8,306.3,1235,106.2,97,1,0,0,1,0,0
2318,L49497,L,299.2,308.8,1605,46.1,185,0,0,0,0,0,0
5732,L52911,L,302.2,311.6,1872,35.4,206,0,0,0,0,0,0
5083,H34496,H,304.1,313.2,1590,58.4,56,0,0,0,0,0,0
6430,M21289,M,300.2,309.8,1394,72.4,23,0,0,0,0,0,0
738,H30151,H,296.9,308.3,1474,69.2,185,0,0,0,0,0,0
6422,L53601,L,300.3,309.9,1527,56.4,6,0,0,0,0,0,0
2113,L49292,L,299.5,309.1,1852,37.6,81,0,0,0,0,0,0
2391,L49570,L,294.2,301.5,1487,56.2,144,0,0,0,0,0,0
1389,H30802,H,298.9,310.1,1491,60.3,137,0,0,0,0,0,0
5073,L52252,L,304.1,313.0,1408,60.3,32,0,0,0,0,0,0
2856,L50035,L,300.5,309.3,1528,62.0,223,0,0,0,0,0,0
6172,L53351,L,300.8,310.6,1416,57.2,229,0,0,0,0,0,0
6327,L53506,L,300.6,310.0,1455,70.4,180,0,0,0,0,0,0
5382,L52561,L,302.8,312.4,1651,42.0,204,0,0,0,0,0,0
2094,L49273,L,299.4,309.2,1564,54.0,30,0,0,0,0,0,0
3467,L50646,L,301.7,310.6,1447,81.9,49,0,0,0,0,0,0
8625,H38038,H,297.5,308.4,1490,54.7,38,0,0,0,0,0,0
1532,H30945,H,298.1,309.0,1438,56.4,64,0,0,0,0,0,0
3942,L51121,L,302.2,311.4,1987,49.9,208,0,0,0,0,0,0
8688,M23547,M,297.2,308.5,1604,64.9,208,0,0,0,0,0,0
6938,H36351,H,300.6,311.1,1452,55.2,32,0,0,0,0,0,0
8332,M23191,M,298.8,309.7,1392,63.7,137,0,0,0,0,0,0
9848,L57027,L,293.4,302.1,1362,61.1,41,0,0,0,0,0,0
299,H29712,H,297.9,308.5,2129,33.7,130,0,0,0,0,0,0
5941,M20800,M,300.6,310.6,1427,67.8,79,0,0,0,0,0,0
5061,L52240,L,304.0,312.8,1542,57.7,202,0,0,0,0,0,0
2954,L50133,L,300.7,309.5,1578,50.4,38,0,0,0,0,0,0
3510,L50689,L,301.8,311.0,1771,42.2,166,0,0,0,0,0,0
5599,L52778,L,302.8,312.1,1441,67.1,83,0,0,0,0,0,0
7968,M22827,M,301.0,312.2,1629,47.6,73,0,0,0,0,0,0
3146,M18005,M,300.5,310.0,1415,58.5,102,0,0,0,0,0,0
3712,L50891,L,302.2,311.5,1543,53.5,41,0,0,0,0,0,0
2254,L49433,L,299.2,308.4,1386,69.1,30,0,0,0,0,0,0
2539,L49718,L,299.1,308.8,1429,65.1,88,0,0,0,0,0,0
1265,M16124,M,297.8,309.3,2243,30.7,40,0,0,0,0,0,0
4847,M19706,M,303.3,311.8,1548,48.5,79,0,0,0,0,0,0
1658,M16517,M,298.1,308.0,1374,63.8,160,0,0,0,0,0,0
9984,L57163,L,298.7,308.4,1694,53.7,197,0,0,0,0,0,0
8844,H38257,H,297.3,308.8,1564,53.0,195,0,0,0,0,0,0
8627,L55806,L,297.4,308.2,1402,64.7,45,0,0,0,0,0,0
619,H30032,H,298.2,310.0,1433,59.2,72,0,0,0,0,0,0
8802,L55981,L,292.4,301.6,1488,51.4,75,0,0,0,0,0,0
5518,L52697,L,302.6,311.9,1448,64.5,76,0,0,0,0,0,0
7433,L54612,L,300.1,311.4,1484,73.1,21,0,0,0,0,0,0
2148,L49327,L,299.4,308.9,1550,48.7,178,0,0,0,0,0,0
9786,H39199,H,298.7,309.7,1697,44.8,78,0,0,0,0,0,0
6173,L53352,L,300.8,310.6,1577,52.9,231,1,1,0,0,0,0
2528,L49707,L,298.8,308.5,1450,65.8,61,0,0,0,0,0,0
2659,L49838,L,300.0,309.4,1395,59.5,185,0,0,0,0,0,0
2963,L50142,L,300.7,309.5,1508,54.9,63,0,0,0,0,0,0
8767,L55946,L,297.5,308.8,1360,80.7,198,0,0,0,0,0,0
2713,H32126,H,299.7,309.2,1302,70.5,91,0,0,0,0,0,0
7171,M22030,M,300.3,310.2,1442,54.5,8,0,0,0,0,0,0
661,M15520,M,292.7,302.2,1700,42.4,180,0,0,0,0,0,0
6732,L53911,L,301.6,310.9,1385,66.2,136,0,0,0,0,0,0
5969,L53148,L,300.4,310.8,1348,71.0,150,0,0,0,0,0,0
3892,L51071,L,302.2,311.1,1418,62.0,65,0,0,0,0,0,0
7278,L54457,L,300.1,310.2,1475,69.2,57,0,0,0,0,0,0
5315,L52494,L,303.6,312.8,1701,60.8,20,0,0,0,0,0,0
4669,H34082,H,303.3,311.4,1692,42.9,59,0,0,0,0,0,0
7356,L54535,L,299.6,310.2,1588,49.1,42,0,0,0,0,0,0
3834,M18693,M,302.3,311.0,1541,51.6,147,0,0,0,0,0,0
8750,L55929,L,297.2,308.4,1677,41.4,150,0,0,0,0,0,0
3919,M18778,M,302.5,311.5,1358,67.7,143,0,0,0,0,0,0
5071,M19930,M,304.2,313.1,1608,46.1,24,0,0,0,0,0,0
7685,M22544,M,300.7,311.8,1407,57.4,228,0,0,0,0,0,0
3179,M18038,M,300.2,309.4,1329,68.6,190,0,0,0,0,0,0
6027,L53206,L,300.7,311.0,1403,63.3,74,0,0,0,0,0,0
9346,L56525,L,298.2,308.8,1442,62.0,22,0,0,0,0,0,0
7219,H36632,H,299.9,309.8,1400,63.7,123,0,0,0,0,0,0
9729,L56908,L,298.8,309.8,1563,58.7,145,0,0,0,0,0,0
5394,L52573,L,302.8,312.3,1473,67.6,234,0,0,0,0,0,0
6257,L53436,L,301.0,310.6,1493,52.8,210,1,1,0,0,0,0
8240,L55419,L,299.0,310.4,1339,64.6,98,0,0,0,0,0,0
8642,M23501,M,297.6,308.5,1360,63.6,81,0,0,0,0,0,0
6860,M21719,M,301.1,311.3,1909,37.7,42,0,0,0,0,0,0
2656,M17515,M,299.8,309.4,1751,42.0,177,0,0,0,0,0,0
3272,M18131,M,301.4,310.0,1689,47.1,211,0,0,0,0,0,0
9907,M24766,M,298.6,309.1,1587,52.3,207,0,0,0,0,0,0
3747,H33160,H,302.5,311.3,1393,72.5,132,0,0,0,0,0,0
4097,L51276,L,301.9,310.4,1370,66.7,157,1,0,1,0,0,0
855,M15714,M,296.3,307.3,1498,56.6,19,0,0,0,0,0,0
3179,M18038,M,300.2,309.4,1329,83.6,194,0,0,0,0,0,0
7874,L55053,L,300.7,312.4,1470,53.6,60,0,0,0,0,0,0
6082,L53261,L,300.9,310.7,1517,56.7,214,0,0,0,0,0,0
9086,H38499,H,297.1,307.9,1365,69.0,178,0,0,0,0,0,0
5958,L53137,L,300.7,310.9,1637,62.2,117,0,0,0,0,0,0
8453,M23312,M,298.6,310.0,1512,52.5,31,0,0,0,0,0,0
2043,M16902,M,299.1,308.9,1397,67.4,116,0,0,0,0,0,0
